python_time,esp32_hw_time,sensor_name,ax,ay,az,gx,gy,gz,mx,my,mz,q0,q1,q2,q3,quat_roll,quat_pitch,quat_yaw,is_paused_flag
2026-05-29 14:15:03.819,3709169,L_Shank,-0.7482,-0.0322,0.6523,2.64,-1.08,-0.54,47.7,11.37,-6.49,0.899503,-0.101108,0.361095,0.224128,0.0,0.0,0.0,0
2026-05-29 14:15:03.821,3709179,L_Shank,-0.76,-0.0019,0.6312,2.76,-0.93,-0.54,48.03,10.0,-5.23,0.899228,-0.100864,0.36137,0.224921,0.0,0.0,0.0,0
2026-05-29 14:15:03.822,2756238,R_Ankle,-1.0105,-0.0607,0.0511,1.0,-1.91,0.06,18.71,16.32,27.16,-0.703177,-0.039491,-0.709769,0.012818,0.0,0.0,0.0,0
2026-05-29 14:15:03.824,2756248,R_Ankle,-1.0119,-0.0572,0.0502,1.0,-1.91,0.06,20.57,15.86,27.03,-0.703177,-0.039491,-0.709769,0.012787,0.0,0.0,0.0,0
2026-05-29 14:15:03.826,2756258,R_Ankle,-0.9967,-0.0532,0.0401,0.98,-1.92,0.04,19.37,15.38,25.94,-0.703177,-0.039491,-0.709769,0.012787,0.0,0.0,0.0,0
2026-05-29 14:15:03.827,2756268,R_Ankle,-1.0051,-0.0498,0.0372,1.0,-1.92,0.04,0.0,0.0,0.0,-0.703177,-0.039491,-0.709769,0.012787,0.0,0.0,0.0,0
2026-05-29 14:15:03.829,2756239,R_Hip,-1.0928,-0.0631,0.1995,0.29,-1.32,1.52,21.14,-8.73,19.58,-0.760521,-0.02942,-0.647633,0.035707,0.0,0.0,0.0,0
2026-05-29 14:15:03.831,2756249,R_Hip,-1.0958,-0.0783,0.2062,0.32,-1.32,1.52,18.93,-8.53,19.42,-0.760491,-0.02942,-0.647664,0.035707,0.0,0.0,0.0,0
2026-05-29 14:15:03.833,2756259,R_Hip,-1.0825,-0.068,0.1956,0.3,-1.31,1.52,20.54,-9.73,19.02,-0.760491,-0.02942,-0.647633,0.035707,0.0,0.0,0.0,0
2026-05-29 14:15:03.835,2756269,R_Hip,-1.0909,-0.0695,0.1913,0.32,-1.32,1.53,0.0,0.0,0.0,-0.760521,-0.02942,-0.647633,0.035707,0.0,0.0,0.0,0
2026-05-29 14:15:03.838,2756247,R_Shank,-1.0021,1.6452,0.0482,-0.1,-1.03,-1.6,20.24,18.18,23.96,-0.728874,0.000275,-0.678091,0.094302,0.0,0.0,0.0,0
2026-05-29 14:15:03.840,2756257,R_Shank,-0.9982,2.6748,0.0444,-0.09,-1.01,-1.59,21.09,18.32,23.2,-0.728843,0.000275,-0.678121,0.094272,0.0,0.0,0.0,0
2026-05-29 14:15:03.842,2756267,R_Shank,-1.0016,0.6152,0.041,-0.1,-1.03,-1.58,20.37,19.01,25.32,-0.728843,0.000275,-0.678152,0.094272,0.0,0.0,0.0,0
2026-05-29 14:15:03.844,2756277,R_Shank,-1.0021,1.1336,0.0405,-0.09,-1.04,-1.6,0.0,0.0,0.0,-0.728843,0.000244,-0.678121,0.094272,0.0,0.0,0.0,0
2026-05-29 14:15:03.845,3709189,L_Ankle,-1.0059,-0.0114,0.0855,-0.41,-0.65,-1.12,58.28,-4.17,21.87,0.735893,0.084597,0.666341,-0.085299,0.0,0.0,0.0,0
2026-05-29 14:15:03.847,3709199,L_Ankle,-1.0,-0.011,0.0783,-0.41,-0.66,-1.12,59.44,-3.67,19.0,0.735862,0.084597,0.666341,-0.08533,0.0,0.0,0.0,0
2026-05-29 14:15:03.849,2756264,R_Hip,-1.0953,-0.0665,0.2158,0.3,-1.31,1.53,18.14,-8.14,17.94,-0.760491,-0.02942,-0.647664,0.035707,0.0,0.0,0.0,0
2026-05-29 14:15:03.849,3709209,L_Ankle,-1.003,-0.0183,0.0774,-0.41,-0.65,-1.12,59.16,-5.08,21.37,0.735832,0.084597,0.666372,-0.08533,0.0,0.0,0.0,0
2026-05-29 14:15:03.851,3709219,L_Ankle,-0.9956,-0.0129,0.062,-0.41,-0.66,-1.12,0.0,0.0,0.0,0.735862,0.084597,0.666372,-0.08533,0.0,0.0,0.0,0
2026-05-29 14:15:03.851,2756274,R_Hip,-1.0928,-0.0748,0.2033,0.3,-1.32,1.52,18.91,-10.54,19.8,-0.760491,-0.02945,-0.647664,0.035676,0.0,0.0,0.0,0
2026-05-29 14:15:03.853,2756284,R_Hip,-1.0987,-0.0719,0.2072,0.3,-1.31,1.53,20.93,-8.53,19.77,-0.76046,-0.02942,-0.647694,0.035676,0.0,0.0,0.0,0
2026-05-29 14:15:03.855,2756294,R_Hip,-1.0772,-0.0724,0.1875,0.31,-1.29,1.52,0.0,0.0,0.0,-0.76046,-0.02942,-0.647694,0.035707,0.0,0.0,0.0,0
2026-05-29 14:15:03.866,2756282,R_Ankle,-1.0208,-0.0562,0.0401,0.98,-1.93,0.04,20.06,15.7,26.56,-0.703177,-0.039491,-0.709769,0.012787,0.0,0.0,0.0,0
2026-05-29 14:15:03.868,2756292,R_Ankle,-1.0144,-0.0517,0.0334,0.98,-1.93,0.03,20.4,15.7,26.57,-0.703177,-0.039491,-0.709769,0.012787,0.0,0.0,0.0,0
